X,Y,bemerkung,befundtyp,geometry_p,befundnumm,flaeche_id,befundart,befundtyp2,befund_id,kultur,abschnitt,epoche,bs_AZ,BOARTSTDKL,Bodenklass,BodTyp_T,AEPOT_K,bofu_AZ,reclass_ex,dgm10doarf,hoehe_uebe,neig20,X,Y
4500817.8294055052,5733449.6687,,Pfostengrube,4263,1821,520000,Siedlung,Pfostengrube,17475,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.11643,1.25679,0.76390,4500817.829405505200000,5733449.668700000300000
4500819.6055792309,5733451.3719,,Pfostengrube,4264,1820,520000,Siedlung,Pfostengrube,17476,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.11643,1.25679,0.76390,4500819.605579230900000,5733451.371899999700000
4500842.6708746534,5733391.7196499994,,Grube,4265,928,520000,Siedlung,Grube,17477,,,undat.,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.08427,0.91651,0.21125,4500842.670874653400000,5733391.719649999400000
4500857.5407257527,5733383.72185,,Pfostengrube,4266,920,520000,Siedlung,Pfostengrube,17478,,,undat.,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,83.98192,0.83607,0.21125,4500857.540725752700000,5733383.721849999400000
4500842.6037537307,5733398.1591,,Grube,4267,925,520000,Siedlung,Grube,17479,,spaet,Bronzezeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.12258,1.01582,0.21125,4500842.603753730700000,5733398.159100000700000
4500842.6037537307,5733398.1591,,Grube,4267,925,520000,Siedlung,Grube,17479,,,Eisenzeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.12258,1.01582,0.21125,4500842.603753730700000,5733398.159100000700000
4500784.2294538096,5733401.14925,,Grube,4268,832,520000,Siedlung,Grube,17480,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.28637,0.94818,0.42256,4500784.229453809600000,5733401.149250000700000
4500787.1347544994,5733402.77005,,Grube,4269,833,520000,Siedlung,Grube,17481,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,5.00000,84.28757,0.98512,0.42256,4500787.134754499400000,5733402.770050000400000
4500680.0148356417,5733338.7654,,Pfostengrube,4270,830,520000,Siedlung,Pfostengrube,17482,Kugelamphorenkultur,mittel,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,2.00000,85.54506,1.59222,0.28840,4500680.014835641700000,5733338.765399999900000
4500785.4623855054,5733405.0190499993,,Grube,4271,831,520000,Siedlung,Grube,17483,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.28555,1.03934,0.42256,4500785.462385505400000,5733405.019049999300000
4500796.4160639718,5733395.6516,,Grube,4272,836,520000,Siedlung,Grube,17484,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28757,0.98512,0.46708,4500796.416063971800000,5733395.651599999500000
4500797.9401639737,5733394.4584499989,,Grube,4273,837,520000,Siedlung,Grube,17485,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28667,0.92644,0.46708,4500797.940163973700000,5733394.458449998900000
4500787.975348603,5733402.4227499999,,Grube,4274,834,520000,Siedlung,Grube,17486,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,5.00000,84.28757,0.98512,0.42256,4500787.975348603000000,5733402.422749999900000
4500785.9098895546,5733400.13,,Grube,4275,835,520000,Siedlung,Grube,17487,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,5.00000,84.28757,0.98512,0.42256,4500785.909889554600000,5733400.129999999900000
4500803.9586750083,5733391.4812,,Grube,4276,838,520000,Siedlung,Grube,17488,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28667,0.92644,0.25034,4500803.958675008300000,5733391.481200000300000
4500801.8771268977,5733392.3981,,Grube,4277,839,520000,Siedlung,Grube,17489,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28667,0.92644,0.25034,4500801.877126897700000,5733392.398099999900000
4500568.1770787593,5733373.0391,,Grube,4278,3,520000,Siedlung,Grube,17490,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,8.00000,85.46500,1.53465,0.31992,4500568.177078759300000,5733373.039099999700000
4500775.4081960786,5733385.1155,,Pfostengrube,4279,1532,520000,Siedlung,Pfostengrube,17491,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.28018,0.88499,0.59162,4500775.408196078600000,5733385.115499999400000
4500796.4680540059,5733380.3269499997,"Bezug zu 780, 782?",Pfostengrube,4280,784,520000,Siedlung,Pfostengrube,17492,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.46708,4500796.468054005900000,5733380.326949999700000
4500801.561739115,5733369.8876999989,,Grube,4281,785,520000,Siedlung,Grube,17493,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.30129,4500801.561739115000000,5733369.887699998900000
4500803.8536566384,5733369.052,,Pfostengrube,4282,786,520000,Siedlung,Pfostengrube,17494,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.30129,4500803.853656638400000,5733369.051999999200000
4500802.3304453101,5733365.3735,,Grube,4283,787,520000,Siedlung,Grube,17495,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.30129,4500802.330445310100000,5733365.373499998800000
4500795.7621792257,5733381.9814,"Bezug zu 782, 784?",Pfostengrube,4284,780,520000,Siedlung,Pfostengrube,17496,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.46708,4500795.762179225700000,5733381.981399999900000
4500795.6301947664,5733384.5767499991,,Pfostengrube,4285,781,520000,Siedlung,Pfostengrube,17497,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.46708,4500795.630194766400000,5733384.576749999100000
4500794.8184423465,5733383.6658,"Bezug zu 780, 784?",Pfostengrube,4287,783,520000,Siedlung,Pfostengrube,17499,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.46708,4500794.818442346500000,5733383.665799999600000
4500812.1792235672,5733403.85195,,Pfostengrube,4288,1726,520000,Siedlung,Pfostengrube,17500,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.23858,1.01100,0.32404,4500812.179223567200000,5733403.851950000000000
4500811.8850175329,5733399.8366,,Pfostengrube,4289,1727,520000,Siedlung,Pfostengrube,17501,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.23858,1.01100,0.25034,4500811.885017532900000,5733399.836599999100000
4500815.1916304762,5733407.1457,,Pfostengrube,4290,1724,520000,Siedlung,Pfostengrube,17502,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.21789,1.08774,0.32404,4500815.191630476200000,5733407.145700000200000
4500811.1046482474,5733406.5105,,Grube,4291,1725,520000,Siedlung,Grube,17503,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.24509,1.07516,0.32404,4500811.104648247400000,5733406.510499999900000
4500804.7678777687,5733365.1020499999,,Grube,4292,788,520000,Siedlung,Grube,17504,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.30129,4500804.767877768700000,5733365.102049999900000
4500802.2206923282,5733375.774,,Pfostengrube,4293,789,520000,Siedlung,Pfostengrube,17505,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.28452,0.86494,0.30129,4500802.220692328200000,5733375.774000000200000
4500819.4304813836,5733402.1904499996,,Pfostengrube,4294,1720,520000,Siedlung,Pfostengrube,17506,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500819.430481383600000,5733402.190449999600000
4500818.5470190626,5733402.7830499997,,Grube,4295,1721,520000,Siedlung,Grube,17507,,spaet,Bronzezeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500818.547019062600000,5733402.783049999700000
4500818.5470190626,5733402.7830499997,,Grube,4295,1721,520000,Siedlung,Grube,17507,,,Eisenzeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500818.547019062600000,5733402.783049999700000
4500628.9789467258,5733313.5821499992,,Pfostengrube,4296,60,520000,Siedlung,Pfostengrube,17508,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,3.00000,85.54195,1.32771,0.24954,4500628.978946725800000,5733313.582149999200000
4500638.0144763663,5733311.709,,Graben,4297,61,520000,unklar,Graben,17509,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,3.00000,85.57961,1.38190,0.24954,4500638.014476366300000,5733311.708999999800000
4500640.4700977877,5733298.3628499992,Dat.: unsicher,Pfostengrube,4298,63,520000,Siedlung,Pfostengrube,17510,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.58313,1.32831,0.31437,4500640.470097787700000,5733298.362849999200000
4500641.1642012578,5733298.2991499994,Dat.: unsicher,Pfostengrube,4299,64,520000,Siedlung,Pfostengrube,17511,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.58313,1.32831,0.31437,4500641.164201257800000,5733298.299149998500000
4500642.4219608307,5733297.4957,Dat.: unsicher,Pfostengrube,4300,65,520000,Siedlung,Pfostengrube,17512,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.58313,1.32831,0.31437,4500642.421960830700000,5733297.495699999900000
4500643.3716078904,5733297.1598499995,Dat.: unsicher,Pfostengrube,4301,66,520000,Siedlung,Pfostengrube,17513,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.58313,1.32831,0.31437,4500643.371607890400000,5733297.159849999500000
4500644.5751710553,5733296.9031499997,Dat.: unsicher,Pfostengrube,4302,67,520000,Siedlung,Pfostengrube,17514,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.58313,1.32831,0.31437,4500644.575171055300000,5733296.903149999700000
4500645.9378327932,5733296.5386499995,Dat.: unsicher,Pfostengrube,4303,68,520000,Siedlung,Pfostengrube,17515,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.61095,1.37237,0.31437,4500645.937832793200000,5733296.538649999500000
4500646.8506103884,5733296.1586499996,Dat.: unsicher,Pfostengrube,4304,69,520000,Siedlung,Pfostengrube,17516,,,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,5.00000,85.61095,1.37237,0.31437,4500646.850610388400000,5733296.158649998700000
4500612.9084696379,5733382.1728499997,,Grube,4305,1588,520000,Siedlung,Grube,17517,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.38135,1.51181,0.69758,4500612.908469637900000,5733382.172849999700000
4500611.0456947545,5733380.88215,,Grube,4306,1589,520000,Siedlung,Grube,17518,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.38135,1.51181,0.69758,4500611.045694754500000,5733380.882150000000000
4500837.4092524135,5733437.124299999,,Pfostengrube,4307,1370,520000,Siedlung,Pfostengrube,17519,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.13584,1.25794,0.47999,4500837.409252413500000,5733437.124299999300000
4500598.8542845324,5733396.76895,"Bezug zu 1581, 1583?",Pfostengrube,4308,1582,520000,Siedlung,Pfostengrube,17520,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.32022,1.53830,0.61708,4500598.854284532400000,5733396.768950000400000
4500598.7972834818,5733393.3557499992,"Bezug zu 1581, 1582 ?",Pfostengrube,4309,1583,520000,Siedlung,Pfostengrube,17521,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.34046,1.50699,0.61708,4500598.797283481800000,5733393.355749999200000
4500600.9901219998,5733398.9842,,Pfostengrube,4310,1580,520000,Siedlung,Pfostengrube,17522,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.32022,1.53830,0.69758,4500600.990121999800000,5733398.984199999800000
4500596.8357355231,5733396.9033499993,"Bezug zu 1582, 1583 ?; Dat.: unsicher",Pfostengrube,4311,1581,520000,Siedlung,Pfostengrube,17523,,spaet,Bronzezeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.32022,1.53830,0.61708,4500596.835735523100000,5733396.903349999300000
4500596.8357355231,5733396.9033499993,"Bezug zu 1582, 1583 ?; Dat.: unsicher",Pfostengrube,4311,1581,520000,Siedlung,Pfostengrube,17523,,,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.32022,1.53830,0.61708,4500596.835735523100000,5733396.903349999300000
4500611.6605737656,5733387.9264499992,,Grube,4312,1587,520000,Siedlung,Grube,17524,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,2.00000,85.33316,1.51523,0.69758,4500611.660573765600000,5733387.926449999200000
4500602.1665382683,5733389.3259,,Pfostengrube,4313,1584,520000,Siedlung,Pfostengrube,17525,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.34046,1.50699,0.69758,4500602.166538268300000,5733389.325899999600000
4500602.2987448843,5733391.1355499998,,Grube,4314,1585,520000,Siedlung,Grube,17526,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.34046,1.50699,0.69758,4500602.298744884300000,5733391.135549998800000
4500704.0568694379,5733431.1092,,Grube,4315,508,520000,Siedlung,Grube,17527,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.23382,0.79660,0.71519,4500704.056869437900000,5733431.109200000800000
4500703.7099539842,5733433.0725,,Pfostengrube,4316,509,520000,Siedlung,Pfostengrube,17528,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.23382,0.79660,0.71519,4500703.709953984200000,5733433.072499999800000
4492318.1906754375,5738030.4092499996,,Pfostengrube,2814,100744,100000,Siedlung,Pfostengrube,7360,,,undat.,92.00000,"Lehm; Lehm ber ...",Schwarzerden,Tschernosem,5.00000,97,7.00000,72.33279,1.43758,0.26059,4492318.190675437500000,5738030.409249999600000
4500703.5089319088,5733427.0944,,Grube,4317,504,520000,Siedlung,Grube,17529,,aelter,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.23382,0.79660,0.71519,4500703.508931908800000,5733427.094399999800000
4500701.821784148,5733426.2839,,Pfostengrube,4318,505,520000,Siedlung,Pfostengrube,17530,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,84.23382,0.79660,0.71519,4500701.821784148000000,5733426.283900000200000
4500663.7829462327,5733252.1362,,Grube,4319,1037,520000,Siedlung,Grube,17531,,,undat.,88.00000,"Lehm; Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.56017,1.03720,0.27173,4500663.782946232700000,5733252.136199999600000
4500675.3198905699,5733238.531199999,,Grube,4320,1035,520000,Siedlung,Grube,17532,,,undat.,88.00000,"Lehm; Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,1.00000,85.53930,0.97704,0.30027,4500675.319890569900000,5733238.531199999200000
4500665.5650835019,5733316.1108,,Grube,4321,633,520000,Siedlung,Grube,17533,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,2.00000,85.63071,1.54328,0.27355,4500665.565083501900000,5733316.110799999900000
4500655.2960014548,5733434.09475,,Grube,4322,1216,520000,Siedlung,Grube,17534,,aelter,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.40509,0.87030,0.93819,4500655.296001454800000,5733434.094750000200000
4500679.5850205794,5733311.3652499998,,Graben,4323,635,520000,unklar,Graben,17535,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,8.00000,85.63636,1.50869,0.27355,4500679.585020579400000,5733311.365249998900000
4500679.3441237919,5733309.9897499997,,Grube,4324,636,520000,Siedlung,Grube,17536,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,8.00000,85.63636,1.50869,0.27355,4500679.344123791900000,5733309.989749999700000
4500681.6243092529,5733309.84915,,Pfostengrube,4325,637,520000,Siedlung,Pfostengrube,17537,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,8.00000,85.63636,1.50869,0.28840,4500681.624309252900000,5733309.849150000100000
4500682.5229304973,5733313.3695,Dat.: unsicher,Ofen,4326,638,520000,Siedlung,Ofen,17538,Schnurkeramik,spaet,Neolithikum,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,8.00000,85.63636,1.50869,0.28840,4500682.522930497300000,5733313.369500000000000
4500661.057206885,5733330.59795,,Graben,4327,639,520000,unklar,Graben,17539,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Schwarzerden,Braunerde-Tschernosem,5.00000,89,3.00000,85.60715,1.55831,0.27355,4500661.057206885000000,5733330.597950000300000
4500656.6754774479,5733431.944,Bezug zu 1919?,Grube,4328,1219,520000,Siedlung,Grube,17540,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.40509,0.87030,0.93819,4500656.675477447900000,5733431.944000000100000
4500918.8433607295,5733401.8583499994,entspricht Befund 1897 im Pl. 1,Grube,4329,1394,520000,Siedlung,Grube,17541,,aelter,Eisenzeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,83.87491,1.13794,0.63513,4500918.843360729500000,5733401.858349999400000
4500805.3731946871,5733408.3654,,Grube,4330,1728,520000,Siedlung,Grube,17542,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.24509,1.07516,0.32404,4500805.373194687100000,5733408.365399999500000
4500810.780046544,5733414.49055,,Pfostengrube,4331,1729,520000,Siedlung,Pfostengrube,17543,,,undat.,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,84.24509,1.07516,0.32404,4500810.780046544000000,5733414.490550000200000
4500690.475323543,5733449.7145499997,,Pfostengrube,4332,1454,520000,Siedlung,Pfostengrube,17544,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.90250,0.56759,0.61265,4500690.475323543000000,5733449.714549999700000
4500695.2852342976,5733449.0982499998,,Pfostengrube,4333,1455,520000,Siedlung,Pfostengrube,17545,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.86653,0.55991,0.61265,4500695.285234297600000,5733449.098249999800000
4500765.4527247269,5733328.584799999,Bezug zu 1103?,Pfostengrube,4334,1104,520000,Siedlung,Pfostengrube,17546,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.41496,0.61610,0.81406,4500765.452724726900000,5733328.584799999400000
4500701.3488602592,5733458.9729499994,,Pfostengrube,4335,1457,520000,Siedlung,Pfostengrube,17547,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,83.77292,0.50623,0.57154,4500701.348860259200000,5733458.972949999400000
4500695.554218309,5733452.44,Bezug zu 1449,Pfostengrube,4336,1450,520000,Siedlung,Pfostengrube,17548,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.86653,0.55991,0.61265,4500695.554218309000000,5733452.439999999500000
4500690.6302478733,5733452.82165,,Brunnen,4337,1451,520000,Siedlung,Brunnen,17549,,aelter,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.90250,0.56759,0.61265,4500690.630247873300000,5733452.821650000300000
4500688.851247862,5733451.4866,,Graben,4338,1452,520000,unklar,Graben,17550,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.90250,0.56759,0.61265,4500688.851247862000000,5733451.486600000400000
4500690.9740294535,5733450.799199999,,Grube,4339,1453,520000,Siedlung,Grube,17551,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.90250,0.56759,0.61265,4500690.974029453500000,5733450.799199999300000
4500712.9272864647,5733454.9473499991,,Pfostengrube,4340,1458,520000,Siedlung,Pfostengrube,17552,,,undat.,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,2.00000,83.86653,0.55991,0.57154,4500712.927286464700000,5733454.947349998200000
4500766.7381590214,5733327.6795499995,,Pfostengrube,4341,1108,520000,Siedlung,Pfostengrube,17553,,spaet,Bronzezeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.41496,0.61610,0.81406,4500766.738159021400000,5733327.679549999500000
4500766.7381590214,5733327.6795499995,,Pfostengrube,4341,1108,520000,Siedlung,Pfostengrube,17553,,,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.41496,0.61610,0.81406,4500766.738159021400000,5733327.679549999500000
4500765.1179990815,5733327.0570499999,,Pfostengrube,4342,1109,520000,Siedlung,Pfostengrube,17554,,spaet,Bronzezeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.41496,0.61610,0.81406,4500765.117999081500000,5733327.057049999900000
4500765.1179990815,5733327.0570499999,,Pfostengrube,4342,1109,520000,Siedlung,Pfostengrube,17554,,,Eisenzeit,81.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,1.00000,84.41496,0.61610,0.81406,4500765.117999081500000,5733327.057049999900000
4500819.6122574611,5733403.5093999989,geh?rt zur Hausstruktur Bef. 1916,Pfostengrube,4343,1722,520000,Siedlung,Pfostengrube,17555,,spaet,Bronzezeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500819.612257461100000,5733403.509399998900000
4500819.6122574611,5733403.5093999989,geh?rt zur Hausstruktur Bef. 1916,Pfostengrube,4343,1722,520000,Siedlung,Pfostengrube,17555,,,Eisenzeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500819.612257461100000,5733403.509399998900000
4500818.8945530262,5733403.9322499996,,Grube,4344,1723,520000,Siedlung,Grube,17556,,spaet,Bronzezeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500818.894553026200000,5733403.932249999600000
4500818.8945530262,5733403.9322499996,,Grube,4344,1723,520000,Siedlung,Grube,17556,,,Eisenzeit,89.00000,"Lehm; Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,7.00000,84.19518,1.00674,0.32404,4500818.894553026200000,5733403.932249999600000
4500918.7309230221,5733401.9793,entspricht Befund 1394 im Pl. 0,Grube,4345,1897,520000,Siedlung,Grube,17557,,aelter,Eisenzeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,83.87491,1.13794,0.63513,4500918.730923022100000,5733401.979299999800000
4500920.1234278679,5733404.66115,,Grube,4346,1393,520000,Siedlung,Grube,17558,,spaet,Bronzezeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,83.87491,1.13794,0.91693,4500920.123427867900000,5733404.661150000100000
4500920.1234278679,5733404.66115,,Grube,4346,1393,520000,Siedlung,Grube,17558,,,Eisenzeit,62.00000,"sandiger Lehm; sandiger Lehm ber ...",Stauwasserbden,Humuspseudogley,3.00000,85,8.00000,83.87491,1.13794,0.91693,4500920.123427867900000,5733404.661150000100000
