"";"geometry_p.key";"befundnummer";"befund_id";"flaeche_id";"befundtyp";"befundart";"epoche";"abschnitt";"kultur";"dgm10doarf";"Hoehe.ueber.tiefenlinie";"neigung";"az";"aepot";"bodenklasse";"bodentyp";"area";"X";"Y"
"674";4524;614;17736;520000;"sonstiger Befund";"unklar";"Neolithikum";"spaet";"Schnurkeramik";85,00299;1,26904;0,84345;81;3;"Stauwasserbden";"Humuspseudogley";1,463;4500678,516;5733383,932
"675";4527;1472;17739;520000;"Grube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,283;4500711,748;5733432,741
"676";4528;1473;17740;520000;"Grube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,158;4500710,79;5733431,234
"677";4529;1470;17741;520000;"Grube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,352;4500711,681;5733427,803
"678";4533;1474;17745;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,184;4500709,143;5733431,787
"679";4541;494;17753;520000;"Grube";"Siedlung";"undat.";NA;NA;84,35697;0,87287;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,369;4500706,49;5733424,977
"680";4542;495;17754;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,232;4500706,799;5733429,307
"681";4540;498;17752;520000;"Grube";"Siedlung";"undat.";NA;NA;84,35697;0,87287;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,498;4500703,432;5733423,959
"682";4543;496;17755;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,168;4500704,735;5733426,096
"683";4544;497;17756;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,184;4500704,314;5733425,318
"684";4545;490;17757;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,113;4500708,62;5733428,362
"685";4546;491;17758;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,092;4500707,885;5733429,792
"686";4547;492;17759;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";0,129;4500707,436;5733428,695
"687";4548;493;17760;520000;"Grube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";84,23382;0,7966;0,71519;81;3;"Stauwasserbden";"Humuspseudogley";3,131;4500706,512;5733427,047
"688";4549;24;17761;520000;"Grube";"Siedlung";"undat.";NA;NA;85,49433;1,39558;0,23077;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,611;4500598,425;5733344,219
"689";4550;25;17762;520000;"Graben";"unklar";"undat.";NA;NA;85,49433;1,39558;0,23077;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,584;4500598,672;5733341,965
"690";4551;26;17763;520000;"Graben";"unklar";"undat.";NA;NA;85,48174;1,43687;0,27972;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,963;4500600,543;5733345,854
"691";4553;20;17765;520000;"Grube";"Siedlung";"undat.";NA;NA;85,48681;1,42552;0,23077;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,047;4500592,101;5733346,82
"692";4554;22;17766;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,48174;1,43687;0,27972;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,168;4500600,26;5733347,142
"693";4555;23;17767;520000;"Graben";"unklar";"undat.";NA;NA;85,48174;1,43687;0,23077;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,553;4500596,591;5733345,283
"694";4556;28;17768;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,45947;1,3443;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,203;4500593,41;5733335,686
"695";4559;7;17771;520000;"Grube";"Siedlung";"undat.";NA;NA;85,465;1,53465;0,31992;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,441;4500573,494;5733378,009
"696";4561;1085;17773;520000;"Grube";"Siedlung";"undat.";NA;NA;85,38135;1,51181;0,46431;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,168;4500613,642;5733370,255
"697";4564;1084;17776;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,38135;1,51181;0,46431;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,266;4500612,248;5733372,873
"698";4569;595;17781;520000;"Grube";"Siedlung";"undat.";NA;NA;85,10088;1,34477;0,84345;81;3;"Stauwasserbden";"Humuspseudogley";0,295;4500672,901;5733381,928
"699";4571;1082;17783;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,38135;1,51181;0,69758;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,129;4500607,094;5733380,003
"700";4572;977;17784;520000;"Grube";"Siedlung";"undat.";NA;NA;84,41496;0,6161;0,81406;81;3;"Stauwasserbden";"Humuspseudogley";2,625;4500773,687;5733329,37
"701";4573;976;17785;520000;"Grube";"Siedlung";"undat.";NA;NA;84,41496;0,6161;0,81406;81;3;"Stauwasserbden";"Humuspseudogley";0,268;4500774,053;5733327,775
"702";4574;975;17786;520000;"Pfostengrube";"Siedlung";"Neolithikum";"mittel";"Kugelamphorenkultur";85,54506;1,59222;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,156;4500681,378;5733339,414
"703";4580;979;17792;520000;"Grube";"Siedlung";"undat.";NA;NA;84,41496;0,6161;0,81406;81;3;"Stauwasserbden";"Humuspseudogley";1,502;4500769,296;5733329,936
"704";4581;978;17793;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,41496;0,6161;0,81406;81;3;"Stauwasserbden";"Humuspseudogley";0,152;4500772,555;5733331,161
"705";4582;182;17794;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,086;4500653,275;5733403,186
"706";4583;183;17795;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,133;4500653,566;5733402,463
"707";4584;180;17796;520000;"Grube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,678;4500651,746;5733401,958
"708";4585;181;17797;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,064;4500653,146;5733403,829
"709";4586;186;17798;520000;"Grube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,188;4500654,631;5733403,77
"710";4587;187;17799;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,85606;1,17989;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,07;4500655,452;5733402,504
"711";4613;778;17825;520000;"Grube";"Siedlung";"undat.";NA;NA;84,28452;0,86494;0,46708;81;3;"Stauwasserbden";"Humuspseudogley";0,676;4500791,122;5733383,973
"712";4589;185;17801;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,95833;1,26169;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,07;4500654,548;5733404,215
"713";4590;188;17802;520000;"Schicht";"unklar";"undat.";NA;NA;84,85606;1,17989;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,234;4500656,877;5733402,092
"714";4591;189;17803;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,69387;1,0663;0,92382;81;3;"Stauwasserbden";"Humuspseudogley";0,109;4500655,805;5733406,542
"715";4592;1559;17804;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,06525;0,52442;0,34672;81;3;"Stauwasserbden";"Humuspseudogley";0,141;4500806,021;5733350,183
"716";4596;860;17808;520000;"Grube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";84,17033;0,82267;0,30129;81;3;"Stauwasserbden";"Humuspseudogley";4,912;4500809,448;5733373,835
"717";4597;883;17809;520000;"Grube";"Siedlung";"undat.";NA;NA;85,50785;1,28425;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,795;4500592,024;5733324,319
"718";4598;882;17810;520000;"Graben";"unklar";"undat.";NA;NA;85,50785;1,28425;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,43;4500588,423;5733324,127
"719";4599;881;17811;520000;"Grube";"Siedlung";"undat.";NA;NA;85,50785;1,28425;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,33;4500586,505;5733324,494
"720";4600;880;17812;520000;"Graben";"unklar";"undat.";NA;NA;85,45328;1,284;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,471;4500587,011;5733326,272
"721";4614;77;17826;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,086;4500648,114;5733301,219
"722";4601;887;17813;520000;"Grube";"Siedlung";"undat.";NA;NA;85,48921;1,24271;0,18468;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,984;4500606,247;5733311,901
"723";4602;886;17814;520000;"Graben";"unklar";"undat.";NA;NA;85,50785;1,28425;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,953;4500594,858;5733320,515
"724";4603;885;17815;520000;"Grube";"Siedlung";"undat.";NA;NA;85,50785;1,28425;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,521;4500594,942;5733323,075
"725";4604;889;17816;520000;"Grube";"Siedlung";"undat.";NA;NA;85,48921;1,24271;0,18468;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,162;4500612,824;5733310,109
"726";4607;776;17819;520000;"Grube";"Siedlung";"undat.";NA;NA;84,28452;0,86494;0,46708;81;3;"Stauwasserbden";"Humuspseudogley";2,207;4500789,205;5733384,376
"727";4615;76;17827;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,084;4500649,246;5733300,742
"728";4616;75;17828;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,068;4500651,577;5733299,271
"729";4617;74;17829;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,135;4500652,854;5733298,802
"730";4618;73;17830;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,191;4500651,54;5733298,769
"731";4619;72;17831;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,119;4500650,109;5733297,983
"732";4620;71;17832;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,17;4500650,532;5733295,79
"733";4621;70;17833;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,063;4500647,954;5733295,864
"734";4622;79;17834;520000;"Graben";"unklar";"undat.";NA;NA;85,61095;1,37237;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,348;4500646,003;5733302,01
"735";4623;78;17835;520000;"Pfostengrube";"Siedlung";"Neolithikum";NA;NA;85,61095;1,37237;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,225;4500647,02;5733301,541
"736";4630;1269;17842;520000;"Pfostengrube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,53917;1,50922;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,08;4500642,667;5733337,851
"737";4631;1268;17843;520000;"Pfostengrube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,55182;1,54021;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,098;4500645,398;5733338,409
"738";4632;668;17844;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,59856;1,56979;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,092;4500695,192;5733321,608
"739";4633;667;17845;520000;"Grube";"Siedlung";"undat.";NA;NA;85,38512;1,47501;0,41001;81;3;"Stauwasserbden";"Humuspseudogley";0,633;4500699,131;5733342,033
"740";4634;1262;17846;520000;"Grube";"Siedlung";"undat.";NA;NA;85,53917;1,50922;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,553;4500636,764;5733336,223
"741";4635;665;17847;520000;"Grube";"Siedlung";"undat.";NA;NA;85,3791;1,50423;0,41001;81;3;"Stauwasserbden";"Humuspseudogley";0,172;4500693,936;5733351,507
"742";4636;664;17848;520000;"Grube";"Siedlung";"undat.";NA;NA;85,047;1,28272;0,61311;81;3;"Stauwasserbden";"Humuspseudogley";0,525;4500686,055;5733361,258
"743";4637;1267;17849;520000;"Pfostengrube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,53917;1,50922;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,105;4500644,609;5733336,752
"744";4638;662;17850;520000;"Grube";"Siedlung";"undat.";NA;NA;85,16874;1,38176;0,38882;81;3;"Stauwasserbden";"Humuspseudogley";2,852;4500678,725;5733359,498
"745";4639;1265;17851;520000;"Pfostengrube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,55182;1,54021;0,24954;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,08;4500646,342;5733335,723
"746";4640;660;17852;520000;"Grube";"Siedlung";"undat.";NA;NA;85,16874;1,38176;0,60753;81;3;"Stauwasserbden";"Humuspseudogley";0,629;4500676,571;5733361,174
"747";4645;1467;17857;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;83,86653;0,55991;0,57154;81;3;"Stauwasserbden";"Humuspseudogley";0,088;4500707,425;5733445,58
"748";4647;1461;17859;520000;"Grube";"Siedlung";"undat.";NA;NA;84,08395;0,75079;0,57154;81;3;"Stauwasserbden";"Humuspseudogley";0,334;4500717,519;5733442,951
"749";4648;1460;17860;520000;"Grube";"Siedlung";"undat.";NA;NA;84,09454;0,70258;0,57154;81;3;"Stauwasserbden";"Humuspseudogley";0,252;4500705,413;5733441,372
"750";4649;1462;17861;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,09454;0,70258;0,57154;81;3;"Stauwasserbden";"Humuspseudogley";0,105;4500707,875;5733442,396
"751";4652;528;17864;520000;"Grube";"Siedlung";"undat.";NA;NA;84,09454;0,70258;0,79268;81;3;"Stauwasserbden";"Humuspseudogley";0,393;4500699,95;5733436,964
"752";4653;529;17865;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,16032;0,71564;0,79268;81;3;"Stauwasserbden";"Humuspseudogley";0,1;4500684,844;5733436,843
"753";4654;319;17866;520000;"Grube";"Siedlung";"undat.";NA;NA;85,19101;1,26636;0,51175;81;3;"Stauwasserbden";"Humuspseudogley";0,318;4500724,403;5733333,886
"754";4655;318;17867;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,19101;1,26636;0,51175;81;3;"Stauwasserbden";"Humuspseudogley";0,111;4500723,355;5733332,748
"755";4656;311;17868;520000;"Grube";"Siedlung";"undat.";NA;NA;84,91601;1,11108;0,4788;81;3;"Stauwasserbden";"Humuspseudogley";0,527;4500718,891;5733352,313
"756";4657;310;17869;520000;"Grube";"Siedlung";"undat.";NA;NA;85,04672;1,18255;0,4788;81;3;"Stauwasserbden";"Humuspseudogley";0,432;4500719,452;5733343,891
"757";4658;317;17870;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,19101;1,26636;0,51175;81;3;"Stauwasserbden";"Humuspseudogley";0,115;4500722,618;5733332,362
"758";4659;316;17871;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,19101;1,26636;0,51175;81;3;"Stauwasserbden";"Humuspseudogley";0,111;4500722,129;5733331,81
"759";4661;314;17873;520000;"Grube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";84,85192;0,86897;0,68539;81;3;"Stauwasserbden";"Humuspseudogley";2,182;4500746,086;5733313,18
"760";4662;630;17874;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,63071;1,54328;0,27355;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,162;4500671,347;5733317,518
"761";4663;631;17875;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,63071;1,54328;0,27355;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,221;4500672,274;5733316,572
"762";4664;632;17876;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,62561;1,51666;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,195;4500688,748;5733312,957
"763";4665;1521;17877;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,282;0,85299;0,59162;81;3;"Stauwasserbden";"Humuspseudogley";0,072;4500765,518;5733385,018
"764";4685;1560;17897;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,06525;0,52442;0,34672;81;3;"Stauwasserbden";"Humuspseudogley";0,152;4500805,021;5733350,664
"765";4686;1241;17898;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,27209;0,78123;0,77244;81;3;"Stauwasserbden";"Humuspseudogley";0,652;4500655,684;5733441,809
"766";4688;876;17900;520000;"Grube";"Siedlung";"undat.";NA;NA;85,44064;1,30919;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,359;4500580,053;5733338,271
"767";4689;877;17901;520000;"Grube";"Siedlung";"undat.";NA;NA;85,44064;1,30919;0,23077;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,396;4500583,316;5733340,206
"768";4690;874;17902;520000;"Grube";"Siedlung";"undat.";NA;NA;85,49491;1,30943;0,13818;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,654;4500577,287;5733332,911
"769";4691;875;17903;520000;"Grube";"Siedlung";"undat.";NA;NA;85,49491;1,30943;0,13594;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,572;4500580,05;5733334,761
"770";4692;872;17904;520000;"Grube";"Siedlung";"undat.";NA;NA;85,51569;1,40589;0,19799;81;5;"Schwarzerden";"Braunerde-Tschernosem";2,803;4500560,754;5733350,642
"771";4693;1243;17905;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,27209;0,78123;0,77244;81;3;"Stauwasserbden";"Humuspseudogley";0,063;4500656,619;5733442,939
"772";4694;870;17906;520000;"Graben";"unklar";"undat.";NA;NA;85,51569;1,40589;0,19799;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,506;4500561,906;5733352,842
"773";4695;871;17907;520000;"Grube";"Siedlung";"undat.";NA;NA;85,51569;1,40589;0,1881;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,291;4500559,308;5733352,903
"774";4696;1242;17908;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,27209;0,78123;0,77244;81;3;"Stauwasserbden";"Humuspseudogley";0,113;4500656,023;5733440,921
"775";4697;9;17909;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,35767;1,44176;0,31992;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,092;4500576,462;5733372,751
"776";4700;891;17912;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,48921;1,24271;0,18468;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,184;4500609,829;5733307,629
"777";4701;895;17913;520000;"Grube";"Siedlung";"undat.";NA;NA;85,52863;1,20087;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,146;4500626,708;5733289,933
"778";4702;896;17914;520000;"Grube";"Siedlung";"undat.";NA;NA;85,52863;1,20087;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,336;4500628,911;5733286,598
"779";4703;897;17915;520000;"Grube";"Siedlung";"undat.";NA;NA;85,52863;1,20087;0,31437;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,326;4500629,831;5733286,248
"780";4704;899;17916;520000;"Grube";"Siedlung";"undat.";NA;NA;85,52963;1,22761;0,33405;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,291;4500611,661;5733295,09
"781";4705;1246;17917;520000;"Grube";"Siedlung";"undat.";NA;NA;84,27209;0,78123;0,63556;81;3;"Stauwasserbden";"Humuspseudogley";0,852;4500664,046;5733440,701
"782";4706;1249;17918;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,27209;0,78123;0,63556;81;3;"Stauwasserbden";"Humuspseudogley";0,102;4500663,4;5733442,287
"783";4707;1248;17919;520000;"Grube";"Siedlung";"undat.";NA;NA;84,22415;0,75555;0,85229;81;3;"Stauwasserbden";"Humuspseudogley";0,826;4500665,421;5733439,468
"784";4711;769;17923;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,02408;0,61548;0,63556;81;3;"Stauwasserbden";"Humuspseudogley";0,057;4500663,305;5733448,822
"785";4720;1079;17932;520000;"Grube";"Siedlung";"undat.";NA;NA;85,34046;1,50699;0,69758;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,609;4500600,791;5733386,174
"786";4721;1076;17933;520000;"Grube";"Siedlung";"undat.";NA;NA;85,35767;1,44176;0,3832;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,49;4500583,382;5733379,072
"787";4722;1077;17934;520000;"Grube";"Siedlung";"undat.";NA;NA;85,39057;1,48952;0,3832;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,617;4500587,668;5733374,785
"788";4723;1074;17935;520000;"Graben";"unklar";"undat.";NA;NA;85,39057;1,48952;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,598;4500586,564;5733380,835
"789";4724;1075;17936;520000;"Grube";"Siedlung";"undat.";NA;NA;85,35767;1,44176;0,3832;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,477;4500581,255;5733378,042
"790";4725;1072;17937;520000;"Ofen";"Siedlung";"Neolithikum";"spaet";"Schnurkeramik";85,42089;1,57274;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,58;4500593,384;5733388,062
"791";4744;1533;17956;520000;"Grube";"Siedlung";"undat.";NA;NA;84,28018;0,88499;0,59162;81;3;"Stauwasserbden";"Humuspseudogley";0,75;4500777,756;5733387,826
"792";4726;1073;17938;520000;"Graben";"unklar";"Neolithikum";NA;NA;85,42089;1,57274;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,668;4500590,713;5733389,497
"793";4727;1073;17939;520000;"Graben";"unklar";"Neolithikum";NA;NA;85,42089;1,57274;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";3,244;4500592,539;5733388,042
"794";4728;1070;17940;520000;"Grube";"Siedlung";"undat.";NA;NA;85,42089;1,57274;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,334;4500592,155;5733391,067
"795";4729;1071;17941;520000;"sonstiger Befund";"unklar";"Neolithikum";"spaet";"Schnurkeramik";85,42089;1,57274;0,61708;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,055;4500591,786;5733389,894
"796";4730;1561;17942;520000;"Graben";"unklar";"undat.";NA;NA;84,14539;0,73514;0,34672;81;3;"Stauwasserbden";"Humuspseudogley";0,492;4500808,794;5733356,785
"797";4731;1094;17943;520000;"Grube";"Siedlung";"undat.";NA;NA;85,43541;1,5498;0,3832;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,141;4500596,715;5733370,623
"798";4732;1095;17944;520000;"Grube";"Siedlung";"undat.";NA;NA;85,43541;1,5498;0,3832;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,369;4500596,862;5733374,246
"799";4733;1090;17945;520000;"Grube";"Siedlung";"undat.";NA;NA;85,37489;1,48776;0,53341;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,398;4500625,215;5733361,647
"800";4734;1091;17946;520000;"Grube";"Siedlung";"undat.";NA;NA;85,38135;1,51181;0,46431;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,809;4500606,821;5733365,877
"801";4735;1093;17947;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,423;1,48474;0,46431;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,096;4500602,754;5733360,761
"802";4756;5;17968;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,465;1,53465;0,31992;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,074;4500570,296;5733374,444
"803";4736;674;17948;520000;"sonstiger Befund";"unklar";"Bronzezeit";"spaet";"Saalemuendungsgruppe";85,50251;1,57066;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";26,617;4500686,882;5733339,688
"804";4737;675;17949;520000;"Pfostengrube";"Siedlung";"Bronzezeit";"spaet";"Saalemuendungsgruppe";85,44627;1,54979;0,38882;81;5;"Schwarzerden";"Braunerde-Tschernosem";22,91;4500677,573;5733349,49
"805";4738;676;17950;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,3791;1,50423;0,41001;81;3;"Stauwasserbden";"Humuspseudogley";0,18;4500694,092;5733350,826
"806";4739;677;17951;520000;"sonstiger Befund";"unklar";"Neolithikum";"spaet";"Schnurkeramik";85,63636;1,50869;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,762;4500683,223;5733313,411
"807";4740;670;17952;520000;"Grube";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,59856;1,56979;0,2884;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,506;4500695,813;5733323,935
"808";4743;673;17955;520000;"sonstiger Befund";"unklar";"Bronzezeit";"spaet";"Saalemuendungsgruppe";85,50251;1,57066;0,41001;81;5;"Schwarzerden";"Braunerde-Tschernosem";26,617;4500686,465;5733341,972
"809";4757;1531;17969;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;84,31801;0,83125;0,68982;81;3;"Stauwasserbden";"Humuspseudogley";0,145;4500772,605;5733373,399
"810";4745;1418;17957;520000;"Grube";"Siedlung";"undat.";NA;NA;85,40456;1,31168;0,51175;81;5;"Schwarzerden";"Braunerde-Tschernosem";2,654;4500727,875;5733300,217
"811";4747;1410;17959;520000;"Grube";"Siedlung";"undat.";NA;NA;85,53108;1,56218;0,3629;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,744;4500706,959;5733326,419
"812";4748;1411;17960;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,38512;1,47501;0,3629;81;3;"Stauwasserbden";"Humuspseudogley";0,145;4500704,239;5733337,453
"813";4749;1412;17961;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,38512;1,47501;0,3629;81;3;"Stauwasserbden";"Humuspseudogley";0,055;4500706,867;5733338,115
"814";4750;1413;17962;520000;"Herdstelle";"Siedlung";"Eisenzeit";"aelter";"Hausurnenkultur";85,53108;1,56218;0,3629;81;5;"Schwarzerden";"Braunerde-Tschernosem";1,363;4500711,514;5733329,076
"815";4752;1415;17964;520000;"Pfostengrube";"Siedlung";"undat.";NA;NA;85,59856;1,56979;0,3629;81;5;"Schwarzerden";"Braunerde-Tschernosem";0,129;4500705,185;5733315,012
