geometry_p-key,befundnummer,befund_id,flaeche_id,befundtyp,befundart,epoche,abschnitt,kultur,dgm10doarf,Hoehe-ueber-tiefenlinie,neigung,az,aepot,bodenklasse,bodentyp,area,X,Y
573,10106,6084,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,19389","1,92685","0,74302",99,5,Schwarzerden,Tschernosem,"2,961","4491564,97400","5738328,08800"
636,10129,6117,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18878","1,90716","0,74302",99,5,Schwarzerden,Tschernosem,"1,045","4491569,92000","5738332,49200"
659,10136,6140,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,21193","1,90919","0,74302",99,5,Schwarzerden,Tschernosem,"4,375","4491573,07400","5738323,97800"
681,10148,6166,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72958",99,5,Schwarzerden,Tschernosem,"2,701","4491585,19100","5738322,48600"
684,10150,6167,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72958",99,5,Schwarzerden,Tschernosem,"4,795","4491587,59200","5738323,59900"
682,10149,6168,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72958",99,5,Schwarzerden,Tschernosem,"0,490","4491586,20700","5738324,74800"
706,10158,6175,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,31187","1,95996","0,72958",99,5,Schwarzerden,Tschernosem,"0,148","4491585,98000","5738311,12100"
785,10218,6222,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,15753","1,90462","0,77953",99,5,Schwarzerden,Tschernosem,"1,281","4491554,79800","5738332,44300"
775,10205,6244,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,05109","1,83466","0,71293",99,5,Schwarzerden,Tschernosem,"1,219","4491536,70700","5738341,10800"
786,10220,6245,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,15753","1,90462","0,77953",99,5,Schwarzerden,Tschernosem,"1,340","4491551,72700","5738329,36200"
787,10221,6246,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,15753","1,90462","0,77953",99,5,Schwarzerden,Tschernosem,"1,357","4491549,13800","5738332,30500"
777,10208,6252,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"4,055","4491528,62700","5738340,68200"
778,10209,6254,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"1,229","4491528,73500","5738342,43100"
782,10213,6266,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,12435","1,89407","0,71293",99,5,Schwarzerden,Tschernosem,"1,189","4491545,82100","5738341,63800"
2831,100762,7364,100000,Pfostengrube,Siedlung,undat.,,,"72,02083","0,67867","0,17003",99,5,Schwarzerden,Tschernosem,"0,076","4492506,99400","5737958,94600"
783,10214,6269,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,05109","1,83466","0,71293",99,5,Schwarzerden,Tschernosem,"0,496","4491542,52300","5738340,84500"
349,10026,6274,200000,Pfostengrube,Siedlung,undat.,,,"88,23589","5,75187","0,62384",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,074","4494285,16400","5736229,06600"
353,10027,6275,50000,Pfostengrube,Siedlung,undat.,,,"71,65146","2,19058","0,67622",99,5,Schwarzerden,Tschernosem,"0,049","4491636,52900","5738293,78300"
356,10028,6277,200000,Pfostengrube,Siedlung,undat.,,,"87,85791","5,25379","0,47081",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,031","4494248,38400","5736238,32800"
817,10258,6282,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,02768","1,83543","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"1,361","4491535,58800","5738348,34600"
816,10256,6285,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,02768","1,83543","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,242","4491537,75800","5738350,55400"
820,10261,6293,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,469","4491534,61500","5738352,26800"
821,10262,6294,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,264","4491533,25800","5738353,14900"
2622,100313,6297,100000,Pfostengrube,Siedlung,undat.,,,"72,11430","0,83898","0,17003",99,5,Schwarzerden,Tschernosem,"0,086","4492512,00500","5737969,57200"
371,10033,6300,200000,Pfostengrube,Siedlung,undat.,,,"87,93379","5,16878","0,53452",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,039","4494275,56500","5736209,46200"
2623,100314,6301,100000,Pfostengrube,Siedlung,undat.,,,"72,11430","0,83898","0,17003",99,5,Schwarzerden,Tschernosem,"0,102","4492508,63000","5737972,99100"
414,10046,6306,200000,Pfostengrube,Siedlung,undat.,,,"87,95020","5,25864","0,62384",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,047","4494281,84100","5736222,82300"
833,10274,6307,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,742","4491528,74400","5738346,63300"
419,10047,6309,200000,Pfostengrube,Siedlung,undat.,,,"87,95020","5,25864","0,56463",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,053","4494278,95000","5736221,14200"
451,10057,6312,200000,Pfostengrube,Siedlung,undat.,,,"87,98727","5,56704","0,60640",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,045","4494260,91100","5736258,19700"
454,10058,6313,200000,Pfostengrube,Siedlung,undat.,,,"87,98727","5,56704","0,60640",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,080","4494262,27700","5736258,23900"
2678,100375,6314,100000,Pfostengrube,Siedlung,undat.,,,"72,15520","1,11108","0,22402",99,5,Schwarzerden,Tschernosem,"0,053","4492463,32900","5737995,21100"
457,10059,6320,200000,Pfostengrube,Siedlung,undat.,,,"87,98727","5,56704","0,60640",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,076","4494261,78100","5736258,59900"
473,10063,6322,200000,Pfostengrube,Siedlung,undat.,,,"87,83012","5,34129","0,55255",99,5,Schwarzerden,Pseudogley-Tschernosem,"0,070","4494243,39900","5736263,75000"
839,10282,6324,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"45,889","4491532,50700","5738344,94500"
532,10084,6341,50000,Pfostengrube,Siedlung,undat.,,,"71,61777","2,17036","0,67622",99,5,Schwarzerden,Tschernosem,"0,330","4491625,70500","5738290,29900"
861,10304,6342,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,35764","1,98557","0,72179",99,5,Schwarzerden,Tschernosem,"2,330","4491604,09100","5738301,00000"
860,10303,6343,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,35764","1,98557","0,72179",99,5,Schwarzerden,Tschernosem,"0,457","4491603,12200","5738301,43900"
551,10097,6344,50000,Pfostengrube,Siedlung,undat.,,,"71,61777","2,17036","0,67622",99,5,Schwarzerden,Tschernosem,"0,049","4491625,76600","5738288,81300"
561,10102,6346,50000,Pfostengrube,Siedlung,undat.,,,"71,53519","2,10143","0,67622",99,5,Schwarzerden,Tschernosem,"0,033","4491622,97800","5738289,25500"
631,10127,6350,50000,Pfostengrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18878","1,90716","0,74302",99,5,Schwarzerden,Tschernosem,"0,092","4491568,20300","5738330,03600"
794,10229,6352,50000,Pfostengrube,Siedlung,undat.,,,"70,29769","1,20202","0,56665",99,4,Schwarzerden,Gley-Tschernosem,"0,518","4491509,33100","5738361,64100"
795,10230,6353,50000,Pfostengrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,29769","1,20202","0,56665",99,4,Schwarzerden,Gley-Tschernosem,"0,129","4491514,64100","5738364,05400"
867,10310,6354,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,35764","1,98557","0,72179",99,5,Schwarzerden,Tschernosem,"1,199","4491602,13300","5738300,49000"
870,10313,6355,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,42427","2,03206","0,66537",99,5,Schwarzerden,Tschernosem,"1,330","4491599,83200","5738292,60700"
875,10318,6364,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,35764","1,98557","0,72958",99,5,Schwarzerden,Tschernosem,"4,623","4491594,30500","5738303,30300"
878,10321,6365,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,35764","1,98557","0,66537",99,5,Schwarzerden,Tschernosem,"2,199","4491594,35200","5738295,09000"
829,10270,6379,50000,Pfostengrube,Siedlung,undat.,,,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,092","4491534,97900","5738349,16300"
826,10267,6380,50000,Pfostengrube,Siedlung,undat.,,,"70,62794","1,51582","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,168","4491521,61600","5738359,42000"
837,10280,6381,50000,Pfostengrube,Siedlung,undat.,,,"70,62794","1,51582","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"0,051","4491521,22900","5738357,42200"
859,10302,6383,50000,Pfostengrube,Siedlung,undat.,,,"71,49584","2,07586","0,66687",99,5,Schwarzerden,Tschernosem,"0,063","4491611,50500","5738291,09900"
955,10402,6384,50000,Pfostengrube,Siedlung,undat.,,,"71,59035","2,13590","0,69277",99,5,Schwarzerden,Tschernosem,"0,059","4491646,19100","5738299,41900"
896,10339,6388,50000,Ofen,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,28889","1,95123","0,74302",99,5,Schwarzerden,Tschernosem,"0,645","4491575,72800","5738313,44900"
897,10340,6389,50000,Ofen,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,24038","1,91683","0,74302",99,5,Schwarzerden,Tschernosem,"3,893","4491574,51100","5738312,76700"
894,10337,6391,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,28889","1,95123","0,74302",99,5,Schwarzerden,Tschernosem,"0,813","4491579,62400","5738306,80900"
2819,100749,6393,100000,Pfostengrube,Siedlung,undat.,,,"72,02112","0,83176","0,25672",99,5,Schwarzerden,Tschernosem,"0,041","4492444,49500","5737980,40900"
2820,100750,6394,100000,Pfostengrube,Siedlung,undat.,,,"71,99812","0,80135","0,25672",99,5,Schwarzerden,Tschernosem,"0,033","4492445,17100","5737980,71400"
2821,100751,6395,100000,Pfostengrube,Siedlung,undat.,,,"71,99812","0,80135","0,25672",99,5,Schwarzerden,Tschernosem,"0,041","4492447,14900","5737981,55400"
2822,100752,6396,100000,Pfostengrube,Siedlung,undat.,,,"71,99812","0,80135","0,25672",99,5,Schwarzerden,Tschernosem,"0,035","4492446,50300","5737983,61300"
906,10349,6400,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,23801","1,92837","0,74302",99,5,Schwarzerden,Tschernosem,"1,598","4491563,91400","5738313,73400"
902,10345,6401,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,21193","1,90919","0,74302",99,5,Schwarzerden,Tschernosem,"1,395","4491569,73900","5738316,24000"
956,10403,6405,50000,Pfostengrube,Siedlung,undat.,,,"71,59035","2,13590","0,71011",99,5,Schwarzerden,Tschernosem,"0,047","4491648,71700","5738300,66900"
957,10404,6406,50000,Pfostengrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,59035","2,13590","0,71011",99,5,Schwarzerden,Tschernosem,"0,043","4491649,67100","5738301,22100"
905,10348,6408,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,21193","1,90919","0,74302",99,5,Schwarzerden,Tschernosem,"1,658","4491566,37300","5738316,39100"
913,10356,6411,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,24038","1,91683","0,74302",99,5,Schwarzerden,Tschernosem,"2,887","4491569,31200","5738308,59300"
911,10354,6412,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,24038","1,91683","0,74302",99,5,Schwarzerden,Tschernosem,"2,510","4491571,37800","5738307,59200"
921,10364,6419,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,23801","1,92837","0,77953",99,5,Schwarzerden,Tschernosem,"1,918","4491556,33100","5738312,78800"
922,10365,6420,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,23801","1,92837","0,77953",99,5,Schwarzerden,Tschernosem,"0,965","4491556,42400","5738313,88300"
930,10373,6421,50000,Grube,Siedlung,Eisenzeit,vorroemisch,,"71,20340","1,91483","0,77953",99,5,Schwarzerden,Tschernosem,"1,350","4491559,03400","5738323,60000"
3250,484074,6434,480000,Pfostengrube,Siedlung,undat.,,,"86,61367","0,06516","0,23644",99,5,Schwarzerden,Tschernosem,"0,113","4499788,15000","5733182,35500"
3251,484075,6435,480000,Pfostengrube,Siedlung,undat.,,,"86,61367","0,06516","0,28894",99,5,Schwarzerden,Tschernosem,"0,113","4499789,10700","5733175,56600"
946,10389,6441,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,31187","1,95996","0,72958",99,5,Schwarzerden,Tschernosem,"1,352","4491585,69500","5738306,75600"
3327,484169,6455,480000,Pfostengrube,Siedlung,undat.,,,"86,50668","0,05936","0,20294",99,5,Schwarzerden,Tschernosem,"9,475","4499794,53400","5733212,61800"
963,10410,6466,50000,Herdstelle,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18306","1,90829","0,77953",99,5,Schwarzerden,Tschernosem,"2,064","4491546,91500","5738317,95900"
959,10406,6467,50000,sonstiger Siedlungsbefund,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,06799","1,82857","0,77953",99,5,Schwarzerden,Tschernosem,"0,213","4491536,99700","5738330,56100"
623,10123,6473,50000,Pfostengrube,Siedlung,undat.,,,"71,53519","2,10143","0,67622",99,5,Schwarzerden,Tschernosem,"0,053","4491622,77000","5738288,91500"
961,10408,6475,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18306","1,90829","0,77953",99,5,Schwarzerden,Tschernosem,"0,902","4491553,39800","5738319,71900"
970,10417,6477,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,07763","1,81614","0,77953",99,5,Schwarzerden,Tschernosem,"0,436","4491543,88900","5738324,46000"
1034,10484,6486,50000,Pfostengrube,Siedlung,undat.,,,"70,42382","1,25221","0,78533",99,4,Schwarzerden,Gley-Tschernosem,"0,102","4491514,87100","5738337,49700"
976,10423,6492,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18306","1,90829","0,77953",99,5,Schwarzerden,Tschernosem,"0,537","4491548,14900","5738317,15200"
977,10424,6494,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18306","1,90829","0,77953",99,5,Schwarzerden,Tschernosem,"0,617","4491545,40100","5738317,74800"
988,10435,6508,50000,Ofen,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,77953",99,5,Schwarzerden,Tschernosem,"1,098","4491534,66500","5738335,05600"
1110,11008,6512,50000,Pfostengrube,Siedlung,undat.,,,"70,73691","1,52210","0,78533",99,4,Schwarzerden,Gley-Tschernosem,"0,092","4491518,11200","5738329,03900"
990,10437,6514,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,77953",99,5,Schwarzerden,Tschernosem,"1,445","4491528,27800","5738335,10400"
998,10446,6522,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,73454","1,54279","0,77953",99,4,Schwarzerden,Gley-Tschernosem,"1,332","4491522,68500","5738339,81200"
1007,10455,6532,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,71820","1,55091","0,67492",99,4,Schwarzerden,Gley-Tschernosem,"2,799","4491516,36300","5738346,68600"
1006,10454,6533,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,71820","1,55091","0,67492",99,4,Schwarzerden,Gley-Tschernosem,"1,016","4491518,29600","5738346,01100"
1052,10505,6569,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,89474","1,66806","0,77953",99,5,Schwarzerden,Tschernosem,"1,977","4491532,63600","5738330,24100"
1072,10528,6592,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,73454","1,54279","0,78533",99,4,Schwarzerden,Gley-Tschernosem,"0,889","4491518,81300","5738336,14200"
841,10284,6624,50000,Pfostengrube,Siedlung,undat.,,,"71,61777","2,17036","0,67622",99,5,Schwarzerden,Tschernosem,"0,047","4491634,23500","5738288,35800"
1103,11003,6635,50000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,73691","1,52210","0,77953",99,5,Schwarzerden,Tschernosem,"1,223","4491521,53500","5738327,11000"
3070,461018,6639,460000,Grube,Siedlung,undat.,,,"88,02913","0,90233","0,32054",99,5,Schwarzerden,Tschernosem,"0,418","4499406,05800","5733249,85300"
3396,485041,6643,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,26062","0,00000","0,17327",99,5,Schwarzerden,Tschernosem,"5,182","4499795,63100","5733241,86500"
3412,486012,6647,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,35751","0,15023","0,25383",99,5,Schwarzerden,Tschernosem,"58,848","4499851,83500","5733227,47800"
3419,486019,6649,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,42767","0,17469","0,32027",99,5,Schwarzerden,Tschernosem,"58,848","4499852,89900","5733219,62400"
3421,486021,6654,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,42767","0,17469","0,25383",99,5,Schwarzerden,Tschernosem,"58,848","4499848,23400","5733221,00500"
507,10073,6656,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,31187","1,95996","0,72958",99,5,Schwarzerden,Tschernosem,"0,377","4491587,22000","5738310,55500"
3071,461019,6658,460000,Grube,Siedlung,undat.,,,"88,11465","0,95963","0,32054",99,5,Schwarzerden,Tschernosem,"0,859","4499407,84300","5733244,51700"
3072,461020,6660,460000,Grube,Siedlung,undat.,,,"88,11465","0,95963","0,32054",99,5,Schwarzerden,Tschernosem,"1,229","4499413,14700","5733241,80500"
461,10060,6661,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,31187","1,95996","0,72958",99,5,Schwarzerden,Tschernosem,"2,371","4491595,70200","5738309,96800"
1614,25113,6667,240000,Pfostengrube,Siedlung,undat.,,,"90,32996","4,06300","0,29190",99,5,Schwarzerden,Tschernosem,"0,150","4494604,39600","5735815,06000"
1617,25117,6668,240000,Pfostengrube,Siedlung,Eisenzeit,,,"90,46327","4,40076","0,38420",99,5,Schwarzerden,Tschernosem,"4,922","4494587,87000","5735843,15700"
1617,25117,6668,240000,Pfostengrube,Siedlung,Bronzezeit,spaet,,"90,46327","4,40076","0,38420",99,5,Schwarzerden,Tschernosem,"4,922","4494587,87000","5735843,15700"
511,10074,6669,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,31187","1,95996","0,72958",99,5,Schwarzerden,Tschernosem,"0,453","4491588,24800","5738310,17600"
554,10098,6670,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,61777","2,17036","0,67622",99,5,Schwarzerden,Tschernosem,"2,234","4491626,82800","5738287,99700"
564,10103,6672,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18878","1,90716","0,74302",99,5,Schwarzerden,Tschernosem,"0,707","4491568,66200","5738332,42200"
570,10105,6673,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18878","1,90716","0,74302",99,5,Schwarzerden,Tschernosem,"3,984","4491565,00700","5738330,15400"
1158,11063,6674,50000,Grube,Siedlung,Eisenzeit,,,"70,89474","1,66806","0,77953",99,5,Schwarzerden,Tschernosem,"2,629","4491526,46900","5738327,55700"
1158,11063,6674,50000,Grube,Siedlung,Bronzezeit,spaet,,"70,89474","1,66806","0,77953",99,5,Schwarzerden,Tschernosem,"2,629","4491526,46900","5738327,55700"
589,10111,6680,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,19389","1,92685","0,77953",99,5,Schwarzerden,Tschernosem,"2,695","4491558,84000","5738333,45100"
677,10146,6681,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25139","1,93421","0,74302",99,5,Schwarzerden,Tschernosem,"3,436","4491579,22300","5738320,47800"
679,10147,6682,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25139","1,93421","0,72958",99,5,Schwarzerden,Tschernosem,"3,021","4491583,88200","5738319,89700"
815,10255,6694,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"1,605","4491529,64900","5738350,94400"
830,10271,6697,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,86156","1,68249","0,71293",99,4,Schwarzerden,Gley-Tschernosem,"1,635","4491531,44600","5738352,29000"
907,10350,6698,50000,Pfostengrube,Siedlung,undat.,,,"71,24038","1,91683","0,74302",99,5,Schwarzerden,Tschernosem,"0,176","4491571,80500","5738313,13900"
843,10286,6699,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,73018","2,26286","0,67622",99,5,Schwarzerden,Tschernosem,"11,891","4491630,56200","5738283,42300"
369,10033,6702,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,45153","2,03756","0,66687",99,5,Schwarzerden,Tschernosem,"6,199","4491617,63800","5738297,16800"
923,10366,6703,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,20340","1,91483","0,77953",99,5,Schwarzerden,Tschernosem,"2,738","4491555,79300","5738316,07700"
1225,11167,6704,50000,Grube,Siedlung,Eisenzeit,,,"70,43496","1,22007","0,78533",99,5,Schwarzerden,Tschernosem,"2,098","4491512,12100","5738322,23400"
1225,11167,6704,50000,Grube,Siedlung,Bronzezeit,spaet,,"70,43496","1,22007","0,78533",99,5,Schwarzerden,Tschernosem,"2,098","4491512,12100","5738322,23400"
3076,461030,6707,460000,Grube,Siedlung,undat.,,,"88,03818","0,90504","0,33620",99,5,Schwarzerden,Tschernosem,"0,877","4499422,99400","5733235,56500"
3423,486023,6709,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,42767","0,17469","0,32027",99,5,Schwarzerden,Tschernosem,"58,848","4499850,89200","5733215,85500"
927,10370,6710,50000,Abfallgrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,20340","1,91483","0,77953",99,5,Schwarzerden,Tschernosem,"1,848","4491557,99800","5738320,01900"
3091,483009,6715,480000,Grube,Siedlung,undat.,,,"87,00041","0,42582","0,15988",99,5,Schwarzerden,Tschernosem,"0,418","4499747,24500","5733204,38900"
376,10035,6724,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,41376","2,01366","0,72179",99,5,Schwarzerden,Tschernosem,"8,896","4491613,49900","5738300,54500"
428,10050,6733,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72179",99,5,Schwarzerden,Tschernosem,"1,066","4491604,80300","5738316,01400"
992,10439,6776,50000,Pfostengrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"70,87856","1,67501","0,77953",99,4,Schwarzerden,Gley-Tschernosem,"0,201","4491526,97200","5738336,87300"
1001,10449,6781,50000,Pfostengrube,Siedlung,undat.,,,"70,73454","1,54279","0,77953",99,4,Schwarzerden,Gley-Tschernosem,"0,031","4491521,67900","5738335,24200"
3164,483181,6811,480000,Grube,Siedlung,undat.,,,"87,18610","0,40415","0,19905",99,5,Schwarzerden,Tschernosem,"0,320","4499714,74000","5733166,84200"
3380,485025,6818,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,39868","0,03291","0,28902",99,5,Schwarzerden,Tschernosem,"81,262","4499826,68400","5733209,45000"
3165,483182,6863,480000,Grube,Siedlung,undat.,,,"87,02608","0,32812","0,19905",99,5,Schwarzerden,Tschernosem,"0,521","4499709,51400","5733179,22200"
1593,24107,6886,240000,Grube,Siedlung,undat.,,,"89,98605","5,43427","0,17940",99,5,Schwarzerden,Tschernosem,"0,285","4494480,85200","5735956,12300"
3381,485026,6893,480000,Materialentnahmegrube,Siedlung,undat.,,,"86,39868","0,03291","0,28902",99,5,Schwarzerden,Tschernosem,"81,262","4499829,15300","5733210,89400"
1601,24131,6894,240000,Grube,Siedlung,Eisenzeit,aelter,,"90,46357","5,41917","0,33700",99,5,Schwarzerden,Tschernosem,"0,588","4494531,49500","5735930,27800"
1600,24129,6895,240000,Graben,unklar,Eisenzeit,,,"90,36387","5,36131","0,33700",99,5,Schwarzerden,Tschernosem,"4,383","4494523,68600","5735930,28800"
1600,24129,6895,240000,Graben,unklar,Bronzezeit,spaet,,"90,36387","5,36131","0,33700",99,5,Schwarzerden,Tschernosem,"4,383","4494523,68600","5735930,28800"
1611,25107,6901,240000,Grube,Siedlung,undat.,,,"90,27649","4,09692","0,35685",99,5,Schwarzerden,Tschernosem,"1,242","4494583,14900","5735814,42800"
514,10075,6931,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72958",99,5,Schwarzerden,Tschernosem,"2,766","4491593,28300","5738319,99300"
517,10076,6937,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,25533","1,92359","0,72958",99,5,Schwarzerden,Tschernosem,"3,748","4491592,16300","5738321,26900"
653,10134,6938,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,18878","1,90716","0,74302",99,5,Schwarzerden,Tschernosem,"1,732","4491570,85600","5738326,60300"
575,10107,6939,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,19389","1,92685","0,74302",99,5,Schwarzerden,Tschernosem,"1,777","4491563,20700","5738329,76700"
592,10112,6940,50000,Materialentnahmegrube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,19389","1,92685","0,77953",99,5,Schwarzerden,Tschernosem,"1,420","4491556,80700","5738334,68500"
